KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.61.tips.0,Не плавайте в одиночку,Nie pływaj sam,Simma inte ensam,Neplavte sami,Neplávajte sami,Älä ui yksin,Non nuotare da solo,Schwimmen Sie nicht alleine,Ne nagez pas seul
exercises.items.61.tips.1,Следите за техникой,Uważaj na swoją technikę,Titta på din teknik,Pozor na techniku,Sledujte svoju techniku,Varo tekniikkaasi,Fai attenzione alla tua tecnica,Achte auf deine Technik,Surveillez votre technique
exercises.items.61.tips.2,Дышите равномерно,Oddychaj równomiernie,Andas jämnt,Dýchejte rovnoměrně,Dýchajte rovnomerne,Hengitä tasaisesti,Respirare in modo uniforme,Atme gleichmäßig,Respirez régulièrement
exercises.items.61.tips.3,Не переусердствуйте,Nie przesadzaj,Överdriv inte,Nepřeháněj to,Nepreháňajte to,Älä liioittele sitä,Non esagerare,Übertreiben Sie es nicht,N'en faites pas trop
,,,,,,,,,
exercises.items.62.title,Велосипед восстановления,Rower regeneracyjny,Återställningscykel,Regenerační kolo,Regeneračný bicykel,Palautuspyörä,Bicicletta da recupero,Erholungsfahrrad,Vélo de récupération
exercises.items.62.instructions.0,Начните с медленного темпа,Zacznij w wolnym tempie,Börja i långsam takt,Začněte pomalým tempem,Začnite pomalým tempom,Aloita hitaasti,Inizia a un ritmo lento,Beginnen Sie langsam,Commencez à un rythme lent
exercises.items.62.instructions.1,Держите пульс на уровне 50-60% от максимального,Utrzymuj tętno na poziomie 50-60% swojego maksymalnego tętna,Håll din puls på 50-60% av ditt max,Udržujte tepovou frekvenci na 50-60% svého maxima,Udržujte svoju srdcovú frekvenciu na 50-60% svojho maxima,Pidä sykkeesi 50-60 % maksimistasi,Mantieni la frequenza cardiaca al 50-60% del massimo,Halten Sie Ihre Herzfrequenz bei 50-60 % Ihres Maximums,Maintenez votre fréquence cardiaque à 50-60 % de votre maximum
exercises.items.62.instructions.2,Крутите педали легко и ритмично,Pedałuj łatwo i rytmicznie,Trampa lätt och rytmiskt,Šlapejte lehce a rytmicky,Pedálujte ľahko a rytmicky,Polkimet helposti ja rytmikkäästi,Pedalare facilmente e ritmicamente,Treten Sie leicht und rhythmisch in die Pedale,Pédalez facilement et rythmiquement
exercises.items.62.instructions.3,Дышите глубоко,Oddychaj głęboko,Andas djupt,Zhluboka dýchejte,Zhlboka dýchajte,Hengitä syvään,Respira profondamente,Tief durchatmen,Respirez profondément
exercises.items.62.instructions.4,Завершите постепенным снижением темпа,Zakończ stopniowym zmniejszaniem tempa,Avsluta med en gradvis minskning av tempot,Skončete postupným snižováním tempa,Dokončite postupným znižovaním tempa,Lopeta asteittainen tempon lasku,Terminare con una graduale diminuzione del tempo,Beenden Sie mit einer allmählichen Verringerung des Tempos,Terminez par une diminution progressive du rythme
exercises.items.62.tips.0,Поддерживайте высокий каденс,Utrzymuj wysoki rytm,Håll en hög kadens,Udržujte vysokou kadenci,Udržujte vysokú kadenciu,Säilytä korkea poljinnopeus,Mantenere una cadenza elevata,Behalten Sie eine hohe Trittfrequenz bei,Maintenir une cadence élevée
exercises.items.62.tips.1,Дышите глубоко,Oddychaj głęboko,Andas djupt,Zhluboka dýchejte,Zhlboka dýchajte,Hengitä syvään,Respira profondamente,Tief durchatmen,Respirez profondément
exercises.items.62.tips.2,Не перенапрягайтесь,Nie przemęczaj się,Överansträng dig inte,Nepřetěžujte se,Nepreťažujte sa,Älä ylikuormita itseäsi,Non sforzarti troppo,Überanstrengen Sie sich nicht,Ne vous surmenez pas
exercises.items.62.tips.3,Наслаждайтесь поездкой,Ciesz się jazdą,Njut av åkturen,Užijte si jízdu,Užite si jazdu,Nauti kyydistä,Goditi il ​​viaggio,Genieße die Fahrt,Profitez du voyage
,,,,,,,,,
exercises.items.63.title,Йога восстановления,Joga regeneracyjna,Återhämtningsyoga,Zotavovací jóga,Zotavovacia joga,Palauttava jooga,Yoga di recupero,Erholungs-Yoga,Yoga de récupération
exercises.items.63.instructions.0,Начните с простых поз,Zacznij od prostych pozycji,Börja med enkla poser,Začněte jednoduchými pózami,Začnite s jednoduchými pózami,Aloita yksinkertaisilla asennoilla,Inizia con pose semplici,Beginnen Sie mit einfachen Posen,Commencez par des poses simples
exercises.items.63.instructions.1,Выполняйте растяжку медленно,Wykonuj rozciąganie powoli,Utför stretching långsamt,Protahování provádějte pomalu,Vykonajte strečing pomaly,Suorita venyttely hitaasti,Eseguire lo stretching lentamente,Dehnen Sie sich langsam,Effectuez les étirements lentement
exercises.items.63.instructions.2,Дышите глубоко и равномерно,Oddychaj głęboko i równomiernie,Andas djupt och jämnt,Dýchejte zhluboka a rovnoměrně,Dýchajte zhlboka a rovnomerne,Hengitä syvään ja tasaisesti,Respira profondamente e in modo uniforme,Atme tief und gleichmäßig,Respirez profondément et régulièrement
exercises.items.63.instructions.3,Расслабляйтесь в каждой позе,Zrelaksuj się w każdej pozycji,Koppla av i varje pose,Uvolněte se v každé póze,Uvoľnite sa v každej póze,Rentoudu joka asennossa,Rilassati in ogni posa,Entspannen Sie sich in jeder Pose,Détendez-vous dans chaque pose
exercises.items.63.instructions.4,Завершите медитацией,Zakończ medytacją,Avsluta med meditation,Zakončete meditací,Dokončite meditáciou,Lopeta meditaatiolla,Termina con la meditazione,Beenden Sie mit Meditation,Terminez par la méditation
exercises.items.63.tips.0,Не форсируйте позы,Nie wymuszaj pozowania,Tvinga inte poser,Nevynucujte si pózy,Nevynucujte si pózy,Älä pakota asentoja,Non forzare le pose,Erzwingen Sie keine Posen,Ne forcez pas les poses
exercises.items.63.tips.1,Дышите через нос,Oddychaj przez nos,Andas genom näsan,Dýchejte nosem,Dýchajte nosom,Hengitä nenäsi kautta,Respira attraverso il naso,Atme durch die Nase,Respirez par le nez
exercises.items.63.tips.2,Слушайте свое тело,Słuchaj swojego ciała,Lyssna på din kropp,Poslouchejte své tělo,Počúvajte svoje telo,Kuuntele kehoasi,Ascolta il tuo corpo,Hören Sie auf Ihren Körper,Écoutez votre corps
exercises.items.63.tips.3,Наслаждайтесь процессом,Ciesz się procesem,Njut av processen,Užijte si proces,Užite si proces,Nauti prosessista,Godetevi il processo,Genießen Sie den Prozess,Profitez du processus
,,,,,,,,,
exercises.items.65.title,Контрастный душ,Prysznic kontrastowy,Dusch i kontrast,Kontrastní sprcha,Kontrastná sprcha,Kontrastisuihku,Doccia di contrasto,Kontrastdusche,Douche de contraste
exercises.items.65.instructions.0,Начните с теплой воды,Zacznij od ciepłej wody,Börja med varmt vatten,Začněte teplou vodou,Začnite teplou vodou,Aloita lämpimällä vedellä,Inizia con acqua calda,Beginnen Sie mit warmem Wasser,Commencez avec de l'eau tiède
exercises.items.65.instructions.1,Постепенно переходите к холодной воде,Stopniowo przechodź do zimnej wody,Gå gradvis över till kallt vatten,Postupně přejděte do studené vody,Postupne prejdite do studenej vody,Siirrä vähitellen kylmään veteen,Passare gradualmente all'acqua fredda,Schrittweise auf kaltes Wasser umstellen,Passer progressivement à l'eau froide
exercises.items.65.instructions.2,Держите холодную воду 30-60 секунд,Trzymaj zimną wodę przez 30–60 sekund,Håll kallt vatten i 30-60 sekunder,Podržte studenou vodu po dobu 30-60 sekund,Podržte studenú vodu 30-60 sekúnd,Pidä kylmää vettä 30-60 sekuntia,Tenere l'acqua fredda per 30-60 secondi,Halten Sie kaltes Wasser für 30-60 Sekunden,Maintenez l'eau froide pendant 30 à 60 secondes
exercises.items.65.instructions.3,Вернитесь к теплой воде,Powrót do ciepłej wody,Återgå till varmt vatten,Vraťte se do teplé vody,Vráťte sa do teplej vody,Palaa lämpimään veteen,Ritornare all'acqua calda,Zurück ins warme Wasser,Retour à l'eau chaude
exercises.items.65.instructions.4,Повторите цикл 3-5 раз,Powtórz cykl 3-5 razy,Upprepa cykeln 3-5 gånger,Opakujte cyklus 3-5krát,Opakujte cyklus 3-5 krát,Toista sykli 3-5 kertaa,Ripetere il ciclo 3-5 volte,Wiederholen Sie den Zyklus 3-5 Mal,Répétez le cycle 3 à 5 fois
exercises.items.65.tips.0,Начинайте постепенно,Zacznij stopniowo,Börja gradvis,Začněte postupně,Začnite postupne,Aloita asteittain,Inizia gradualmente,Beginnen Sie schrittweise,Commencez progressivement
exercises.items.65.tips.1,Дышите глубоко,Oddychaj głęboko,Andas djupt,Zhluboka dýchejte,Zhlboka dýchajte,Hengitä syvään,Respira profondamente,Tief durchatmen,Respirez profondément
exercises.items.65.tips.2,Не переохлаждайтесь,Nie zmarznij za bardzo,Bli inte för kall,Nenechte se příliš chladit,Nenechajte sa príliš prechladnúť,Älä jää liian kylmäksi,Non prendere troppo freddo,Nicht zu kalt werden,N'ayez pas trop froid
exercises.items.65.tips.3,Слушайте свое тело,Słuchaj swojego ciała,Lyssna på din kropp,Poslouchejte své tělo,Počúvajte svoje telo,Kuuntele kehoasi,Ascolta il tuo corpo,Hören Sie auf Ihren Körper,Écoutez votre corps
