KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
editProfile.number,Номер,,,,,,,,
editProfile.grip,Хват,,,,,,,,
editProfile.birthDate,Дата рождения,,,,,,,,
editProfile.socialLinks,Социальные сети,,,,,,,,
editProfile.Левый,Левый,,,,,,,,
exercisesSection.title,Выполненные упражнения,,,,,,,,
exercisesSection.loading,Загрузка...,,,,,,,,
exercisesSection.noExercises,Вы ещё не выполнили ни одного упражнения,,,,,,,,
exercisesSection.noExercisesOwn,Вы ещё не выполнили ни одного упражнения,,,,,,,,
exercisesSection.noExercisesOther,Пользователь ещё не выполнил ни одного упражнения,,,,,,,,
exercisesSection.times,раз,,,,,,,,
exercisesSection.timesPlural,раза,,,,,,,,
home.loadingPlayers,Загрузка игроков...,,,,,,,,
home.noPlayersCountry,Нет игроков из {{country}},,,,,,,,
home.noPlayersYear,Нет игроков {{year}} года рождения,,,,,,,,
home.noPlayersCountryYear,Нет игроков из {{country}} в {{year}} году,,,,,,,,
home.iceEmpty,"Лед пуст. Выберите другую страну или год, или сбросьте фильтры.",,,,,,,,
filters.year,год,,,,,,,,
filters.yearDefault,2012 год,,,,,,,,
chat.loading,Загрузка чата...,,,,,,,,
chat.startConversation,Начните разговор с {name},,,,,,,,
chat.enterMessage,Введите сообщение...,,,,,,,,
chat.player,Игрок,,,,,,,,
chat.coach,Тренер,,,,,,,,
chat.scout,Скаут,,,,,,,,
chat.admin,Техподдержка,,,,,,,,
chat.star,Звезда,,,,,,,,
chat.shop,Хоккейный магазин,,,,,,,,
chat.error,Ошибка,,,,,,,,
chat.errorLoadingChat,Не удалось загрузить данные чата,,,,,,,,
chat.errorSendingMessage,Не удалось отправить сообщение,,,,,,,,
createUser.title,Создание пользователя,,,,,,,,
createUser.selectPhotoSource,Выберите источник фото,,,,,,,,
createUser.selectPhotoMessage,Откуда хотите загрузить фото?,,,,,,,,
createUser.gallery,Галерея,,,,,,,,
createUser.camera,Камера,,,,,,,,
createUser.cancel,Отмена,,,,,,,,
createUser.permissionError,Нужно разрешение для доступа к галерее,,,,,,,,
createUser.permissionErrorCamera,Нужно разрешение для доступа к камере,,,,,,,,
createUser.errorLoadingPhoto,Не удалось загрузить фото из галереи,,,,,,,,
createUser.errorTakingPhoto,Не удалось снять фото,,,,,,,,
createUser.addPhoto,Добавить фото,,,,,,,,
createUser.status,Статус,,,,,,,,
createUser.player,Игрок,,,,,,,,
createUser.coach,Тренер,,,,,,,,
createUser.scout,Скаут,,,,,,,,
createUser.star,Звезда,,,,,,,,
createUser.shop,Хоккейный магазин,,,,,,,,
createUser.phone,Номер телефона,,,,,,,,
createUser.name,Имя и фамилия,,,,,,,,
createUser.namePlaceholder,ВВЕДИТЕ ИМЯ,,,,,,,,
createUser.nameHint,Только латинские буквы (A-Z),,,,,,,,
createUser.birthDate,Дата рождения,,,,,,,,
createUser.selectBirthDate,Выберите дату рождения,,,,,,,,
createUser.position,Позиция,,,,,,,,
createUser.number,Номер игрока,,,,,,,,
createUser.numberPlaceholder,Номер на форме,,,,,,,,
createUser.grip,Хват,,,,,,,,
createUser.height,Рост (см),,,,,,,,
createUser.heightPlaceholder,Рост,,,,,,,,
createUser.weight,Вес (кг),,,,,,,,
createUser.weightPlaceholder,Вес,,,,,,,,
createUser.country,Страна,,,,,,,,
createUser.selectCountry,Выберите страну,,,,,,,,
createUser.searchCountry,Поиск страны...,,,,,,,,
createUser.close,Закрыть,,,,,,,,
createUser.create,Создать,,,,,,,,
createUser.error,Ошибка,,,,,,,,
createUser.fillRequiredFields,"Пожалуйста, заполните все обязательные поля",,,,,,,,
createUser.enterValidPhone,"Пожалуйста, введите корректный номер телефона с кодом страны",,,,,,,,
createUser.requiredForPlayers,Для игроков и звезд обязательно указать дату рождения и позицию,,,,,,,,
createUser.success,Успех,,,,,,,,
createUser.userCreated,Пользователь {{name}} создан,,,,,,,,
createUser.errorCreatingUser,Не удалось создать пользователя,,,,,,,,
exerciseDetails.back,Назад,,,,,,,,
exerciseDetails.complete,Выполнить,,,,,,,,
exerciseDetails.completed,Выполнено,,,,,,,,
exerciseDetails.times,раз,,,,,,,,
exerciseDetails.timesPlural,раза,,,,,,,,
exerciseDetails.duration,Продолжительность,,,,,,,,
exerciseDetails.difficulty,Сложность,,,,,,,,
exerciseDetails.equipment,Оборудование,,,,,,,,
exerciseDetails.calories,Калории,,,,,,,,
exerciseDetails.benefits,Польза,,,,,,,,
exerciseDetails.instructions,Инструкции,,,,,,,,
exerciseDetails.tips,Советы,,,,,,,,
exerciseDetails.beginner,Начинающий,,,,,,,,
exerciseDetails.intermediate,Средний,,,,,,,,
exerciseDetails.advanced,Продвинутый,,,,,,,,
exerciseDetails.error,Ошибка,,,,,,,,
exerciseDetails.errorCompleting,Не удалось выполнить упражнение,,,,,,,,
exerciseDetails.success,Успех,,,,,,,,
exerciseDetails.exerciseCompleted,Упражнение выполнено!,,,,,,,,
gifts.requestGift,Запросить подарок,,,,,,,,
gifts.gifts,Подарки,,,,,,,,
gifts.autograph,Автограф,,,,,,,,
gifts.stick,Клюшка,,,,,,,,
gifts.puck,Шайба,,,,,,,,
gifts.jersey,Джерси,,,,,,,,
gifts.pleaseWriteMessage,"Пожалуйста, напишите сообщение к запросу",,,,,,,,
gifts.invalidGift,некорректный подарок,,,,,,,,
gifts.deleteGiftQuestion,Удалить подарок?,,,,,,,,
gifts.from,от,,,,,,,,
gifts.noGiftsYet,Пока нет подарков от звезд,,,,,,,,
gifts.museum,Музей подарков,,,,,,,,
gifts.myGifts,Мои подарки,,,,,,,,
gifts.noGiftsSubtext,Здесь будут отображаться подарки от звезд,,,,,,,,
gifts.successDeleted,Подарок удален из музея,,,,,,,,
gifts.errorDelete,Не удалось удалить подарок,,,,,,,,
gifts.noImage,без изображения,,,,,,,,
gifts.failedToSendRequest,Не удалось отправить запрос,,,,,,,,
gifts.requestSent,Запрос отправлен!,,,,,,,,
gifts.requestSentMessage,Ваш запрос на {itemType} отправлен. Ожидайте ответа.,,,,,,,,
gifts.requestItem,Запросить {itemType},,,,,,,,
gifts.requestMessage,Сообщение к запросу,,,,,,,,
gifts.requestMessageHelper,"Напишите вежливое сообщение, объясняющее, почему вы хотите получить этот подарок",,,,,,,,
gifts.requestMessagePlaceholder,Например: Здравствуйте! Я большой поклонник вашей игры и хотел бы получить автограф для своей коллекции...,,,,,,,,
gifts.characters,символов,,,,,,,,
gifts.sending,Отправка...,,,,,,,,
gifts.sendRequest,Отправить запрос,,,,,,,,
gifts.requestInfo,"После отправки запроса звезда получит уведомление и сможет принять или отклонить ваш запрос. Если запрос будет принят, подарок появится в вашем Музее подарков.",,,,,,,,
gifts.failedToLoadItems,Не удалось загрузить предметы,,,,,,,,
gifts.noPermissionToUpload,Нет прав для загрузки предметов за другого пользователя,,,,,,,,
gifts.failedToGetImageUri,Не удалось получить URI изображения,,,,,,,,
gifts.failedToSelectImage,Не удалось выбрать изображение,,,,,,,,
gifts.emptyImageUri,URI изображения пустой,,,,,,,,
gifts.formDataUploadError,Ошибка загрузки через FormData,,,,,,,,
gifts.imageUploadError,Ошибка загрузки изображения: {error},,,,,,,,
gifts.itemUploadedSuccessfully,{itemType} успешно загружен!,,,,,,,,
gifts.failedToUploadItem,Не удалось загрузить предмет,,,,,,,,
gifts.userNotAuthorized,Пользователь не авторизован,,,,,,,,
gifts.noPermissionToEdit,Нет прав для редактирования предметов за другого пользователя,,,,,,,,
gifts.itemNotFound,Подарок не найден,,,,,,,,
gifts.failedToUploadNewImage,Ошибка загрузки нового изображения,,,,,,,,
gifts.emptyImage,Изображение пустое (0 байт),,,,,,,,
gifts.failedToUpdateDatabase,Ошибка обновления записи в базе данных,,,,,,,,
gifts.itemImageUpdated,Изображение подарка обновлено!,,,,,,,,
gifts.failedToUpdateItemImage,Не удалось обновить изображение подарка,,,,,,,,
gifts.allGiftsAdded,Все подарки добавлены,,,,,,,,
gifts.allGiftTypesAdded,У вас уже есть все типы подарков,,,,,,,,
gifts.addGift,Добавить подарок,,,,,,,,
gifts.selectGiftType,Выберите тип подарка,,,,,,,,
gifts.deletion,Удаление,,,,,,,,
gifts.itemDeleted,Подарок удален,,,,,,,,
gifts.failedToDeleteItem,Не удалось удалить подарок,,,,,,,,
gifts.noGifts,Нет подарков,,,,,,,,
gifts.clickPlusToAdd,Нажмите + чтобы добавить,,,,,,,,
gifts.настоящее время,настоящее время,,,,,,,,
gifts.Центральный нападающий,Центральный нападающий,,,,,,,,
gifts.Крайний нападающий,Крайний нападающий,,,,,,,,
gifts.Защитник,Защитник,,,,,,,,
gifts.Вратарь,Вратарь,,,,,,,,
gifts.Center,Центральный нападающий,,,,,,,,
gifts.Winger,Край,,,,,,,,
gifts.Defender,Защитник,,,,,,,,
gifts.Goalie,Вратарь,,,,,,,,
gifts.Left,Левый,,,,,,,,
gifts.Right,Правый,,,,,,,,
gifts.seconds,сек,,,,,,,,
gifts.times,раз,,,,,,,,
gifts.sprint,Стометровка,,,,,,,,
gifts._cache_clear,2024-01-16-9,,,,,,,,
TEMP_DELETE_ME.title,Нормативы,,,,,,,,
TEMP_DELETE_ME.noNormatives,Нормативы пока не добавлены,,,,,,,,
TEMP_DELETE_ME.russia,Россия,,,,,,,,
TEMP_DELETE_ME.canada,Канада,,,,,,,,
TEMP_DELETE_ME.finland,Финляндия,,,,,,,,
TEMP_DELETE_ME.sweden,Швеция,,,,,,,,
TEMP_DELETE_ME.czech,Чехия,,,,,,,,
TEMP_DELETE_ME.slovakia,Словакия,,,,,,,,
TEMP_DELETE_ME.germany,Германия,,,,,,,,
TEMP_DELETE_ME.switzerland,Швейцария,,,,,,,,
TEMP_DELETE_ME.austria,Австрия,,,,,,,,
TEMP_DELETE_ME.norway,Норвегия,,,,,,,,
TEMP_DELETE_ME.denmark,Дания,,,,,,,,
TEMP_DELETE_ME.latvia,Латвия,,,,,,,,
TEMP_DELETE_ME.lithuania,Литва,,,,,,,,
TEMP_DELETE_ME.estonia,Эстония,,,,,,,,
TEMP_DELETE_ME.ukraine,Украина,,,,,,,,
TEMP_DELETE_ME.kazakhstan,Казахстан,,,,,,,,
TEMP_DELETE_ME.беларусь,Беларусь,,,,,,,,
TEMP_DELETE_ME.россия,Россия,,,,,,,,
TEMP_DELETE_ME.сша,США,,,,,,,,
TEMP_DELETE_ME.канада,Канада,,,,,,,,
TEMP_DELETE_ME.финляндия,Финляндия,,,,,,,,
TEMP_DELETE_ME.швеция,Швеция,,,,,,,,
TEMP_DELETE_ME.чехия,Чехия,,,,,,,,
TEMP_DELETE_ME.словакия,Словакия,,,,,,,,
TEMP_DELETE_ME.германия,Германия,,,,,,,,
TEMP_DELETE_ME.швейцария,Швейцария,,,,,,,,
TEMP_DELETE_ME.австрия,Австрия,,,,,,,,
TEMP_DELETE_ME.норвегия,Норвегия,,,,,,,,
TEMP_DELETE_ME.дания,Дания,,,,,,,,
TEMP_DELETE_ME.латвия,Латвия,,,,,,,,
TEMP_DELETE_ME.литва,Литва,,,,,,,,
TEMP_DELETE_ME.эстония,Эстония,,,,,,,,
TEMP_DELETE_ME.украина,Украина,,,,,,,,
TEMP_DELETE_ME.казахстан,Казахстан,,,,,,,,
TEMP_DELETE_ME.польша,Польша,,,,,,,,
TEMP_DELETE_ME.венгрия,Венгрия,,,,,,,,
TEMP_DELETE_ME.словения,Словения,,,,,,,,
TEMP_DELETE_ME.хорватия,Хорватия,,,,,,,,
TEMP_DELETE_ME.франция,Франция,,,,,,,,
TEMP_DELETE_ME.италия,Италия,,,,,,,,
TEMP_DELETE_ME.испания,Испания,,,,,,,,
TEMP_DELETE_ME.нидерланды,Нидерланды,,,,,,,,
TEMP_DELETE_ME.бельгия,Бельгия,,,,,,,,
TEMP_DELETE_ME.великобритания,Великобритания,,,,,,,,
TEMP_DELETE_ME.исландия,Исландия,,,,,,,,
TEMP_DELETE_ME.люксембург,Люксембург,,,,,,,,
TEMP_DELETE_ME.румыния,Румыния,,,,,,,,
TEMP_DELETE_ME.болгария,Болгария,,,,,,,,
TEMP_DELETE_ME.сербия,Сербия,,,,,,,,
TEMP_DELETE_ME.турция,Турция,,,,,,,,
TEMP_DELETE_ME.узбекистан,Узбекистан,,,,,,,,
TEMP_DELETE_ME.китай,Китай,,,,,,,,
TEMP_DELETE_ME.япония,Япония,,,,,,,,
TEMP_DELETE_ME.южнаякорея,Южная Корея,,,,,,,,
TEMP_DELETE_ME.тайвань,Тайвань,,,,,,,,
TEMP_DELETE_ME.гонконг,Гонконг,,,,,,,,
TEMP_DELETE_ME.сингапур,Сингапур,,,,,,,,
TEMP_DELETE_ME.малайзия,Малайзия,,,,,,,,
TEMP_DELETE_ME.таиланд,Таиланд,,,,,,,,
TEMP_DELETE_ME.индия,Индия,,,,,,,,
TEMP_DELETE_ME.объединенныеарабскиеэмираты,Объединенные Арабские Эмираты,,,,,,,,
TEMP_DELETE_ME.израиль,Израиль,,,,,,,,
TEMP_DELETE_ME.австралия,Австралия,,,,,,,,
TEMP_DELETE_ME.новаязеландия,Новая Зеландия,,,,,,,,
TEMP_DELETE_ME.мексика,Мексика,,,,,,,,
TEMP_DELETE_ME.юар,ЮАР,,,,,,,,
TEMP_DELETE_ME.аргентина,Аргентина,,,,,,,,
normatives.title,Нормативы,,,,,,,,
normatives.noNormatives,Нормативы пока не добавлены,,,,,,,,
normatives.addNormative,Добавить норматив,,,,,,,,
normatives.name,Название,,,,,,,,
normatives.description,Описание,,,,,,,,
normatives.type,Тип,,,,,,,,
normatives.value,Значение,,,,,,,,
normatives.unit,Единица измерения,,,,,,,,
normatives.add,Добавить,,,,,,,,
normatives.cancel,Отмена,,,,,,,,
normatives.save,Сохранить,,,,,,,,
normatives.edit,Редактировать,,,,,,,,
normatives.delete,Удалить,,,,,,,,
normatives.back,Назад,,,,,,,,
normatives.editNormative,Редактировать норматив,,,,,,,,
normatives.deleteNormativeConfirm,"Вы уверены, что хотите удалить норматив ""{{name}}""? Это действие нельзя отменить.",,,,,,,,
normatives.normativeDeleted,"Норматив ""{{name}}"" удален",,,,,,,,
normatives.normativeCreated,"Норматив ""{{name}}"" создан",,,,,,,,
normatives.errorCreatingNormative,Не удалось создать норматив,,,,,,,,
normatives.errorDeletingNormative,Не удалось удалить норматив,,,,,,,,
normatives.errorEditingNormative,Не удалось отредактировать норматив,,,,,,,,
normatives.errorLoadingNormatives,Не удалось загрузить нормативы,,,,,,,,
normatives.normativeUpdated,"Норматив ""{{name}}"" обновлен",,,,,,,,
normatives.errorUpdatingNormative,Не удалось обновить норматив,,,,,,,,
socialLinks.website,Сайт,,,,,,,,
socialLinks.error,Ошибка,,,,,,,,
socialLinks.cannotOpenLink,Не удается открыть ссылку на {platform},,,,,,,,
socialLinks.openError,Ошибка при открытии ссылки,,,,,,,,
socialLinks.instagram,Instagram,,,,,,,,
socialLinks.tiktok,TikTok,,,,,,,,
socialLinks.vk,VK,,,,,,,,
socialLinks.enterInstagram,Введите Instagram,,,,,,,,
socialLinks.enterTiktok,Введите TikTok,,,,,,,,
socialLinks.enterVk,Введите VK,,,,,,,,
socialLinks.enterWebsite,Введите сайт,,,,,,,,
socialLinks.instagramPlaceholder,@username или ссылка,,,,,,,,
socialLinks.tiktokPlaceholder,@username или ссылка,,,,,,,,
socialLinks.vkPlaceholder,@username или ссылка,,,,,,,,
socialLinks.websitePlaceholder,example.com,,,,,,,,
logout,Выйти,,,,,,,,
logoutConfirm,Выход из профиля,,,,,,,,
logoutConfirmMessage,"Вы уверены, что хотите выйти из профиля?",,,,,,,,
